,X,STATION,Station,State,DATE,TIME,HLY.CLDH.NORMAL,HLY.CLOD.PCTBKN,HLY.CLOD.PCTCLR,HLY.CLOD.PCTFEW,HLY.CLOD.PCTOVC,HLY.CLOD.PCTSCT,HLY.DEWP.10PCTL,HLY.DEWP.90PCTL,HLY.DEWP.NORMAL,HLY.HIDX.NORMAL,HLY.HTDH.NORMAL,HLY.PRES.10PCTL,HLY.PRES.90PCTL,HLY.PRES.NORMAL,HLY.TEMP.10PCTL,HLY.TEMP.90PCTL,HLY.TEMP.NORMAL,HLY.WCHL.NORMAL,HLY.WIND.1STDIR,HLY.WIND.1STPCT,HLY.WIND.2NDDIR,HLY.WIND.2NDPCT,HLY.WIND.AVGSPD,HLY.WIND.PCTCLM,HLY.WIND.VCTDIR,HLY.WIND.VCTSPD
3146,3146,USW00014895,AKRON CANTON AIRPORT,OH,31-Oct,5,-777.7,131,223,122,457,67,25,52,37.2,42.7,22.3,1,1,1,30.9,55.9,42.7,38.8,5,221,6,182,8,62,216,2.9
3147,3147,USW00014848,SOUTH BEND AIRPORT,IN,28-Nov,9,0,117,155,43,641,45,16,43,28.7,34.3,30.7,1,1,1,21.9,46.9,34.3,27.5,6,329,5,159,9.9,67,215,4.3
3148,3148,USW00094860,GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT,MI,15-Oct,21,0.2,136,255,86,452,70,30.9,53.1,41.8,49.2,16,1,1,1,37.9,61,49.2,47,5,174,3,125,7.7,87,200,1.4
3149,3149,USW00024155,PENDLETON E OR REGIONAL AIRPORT,OR,2-Dec,20,0,97,188,60,615,39,21,37.9,29.4,35,30,1,1,1,25,46,35,30.6,4,173,5,165,6.9,199,209,2.4
3150,3150,USW00025624,COLD BAY AIRPORT,AK,8-Nov,4,0,224,18,65,587,105,21.9,41,31.2,35.5,29.5,NA,NA,NA,28,43,35.5,26.4,8,260,4,213,16.6,16,278,4.2
3151,3151,USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT,KY,19-Oct,10,0.4,226,187,124,385,78,30.9,59,44.5,54.9,10.5,1,1,1,44.6,66,54.9,53.4,6,222,5,157,9.2,33,225,2.4
3152,3152,USW00093817,EVANSVILLE REGIONAL AIRPORT,IN,27-Nov,13,0.4,109,320,77,444,50,21,54,35.5,49.1,16.3,1,1,1,35.1,64,49.1,45.8,6,227,8,177,10.7,40,238,4.5
3153,3153,USW00012835,FORT MYERS PAGE FIELD AIRPORT,FL,18-Nov,9,5,163,447,159,142,89,48,72,60.9,68.8,1.2,1,1,1,60.1,75.9,68.8,68.7,2,402,3,194,8.5,71,51,6
3154,3154,USW00014711,MIDDLETOWN HARRISBURG INTERNATIONAL AIRPORT,PA,6-Oct,5,0.3,126,378,138,314,44,35.1,61,47.4,52.4,12.9,NA,NA,NA,41,64,52.4,51.5,8,236,1,93,4.7,405,327,1.8
3155,3155,USW00013739,PHILADELPHIA INTERNATIONAL AIRPORT,PA,25-Nov,23,-777.7,146,248,113,417,77,18,52,33.8,43,22,1,1,1,30.9,55.9,43,38.8,7,201,6,164,8.4,98,282,2.9
3156,3156,USW00013963,LITTLE ROCK AIRPORT ADAMS FIELD,AR,3-Oct,0,1.9,119,515,157,151,58,44.1,68,56,62.1,4.8,1,1,1,52,72,62.1,62,1,150,2,139,4.3,237,353,0.8
3157,3157,USW00023129,LONG BEACH DAUGHERTY AIRPORT,CA,8-Dec,22,-777.7,115,446,156,204,79,30,54,45.4,54.2,10.9,1,1,1,50,59,54.2,54,8,187,3,108,3.3,347,334,0.9
3158,3158,USW00026415,BIG DELTA AIRPORT,AK,5-Dec,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,441,4,141,12,237,112,9.8
3159,3159,USW00013729,ELKINS RANDOLPH CO AIRPORT,WV,3-Nov,14,1.3,164,294,54,438,49,21,51.1,35.4,55.6,10.7,1,1,1,39,71.1,55.6,54.1,7,248,8,216,7.6,112,270,4.4
3160,3160,USW00014607,CARIBOU MUNICIPAL AIRPORT,ME,30-Dec,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,NA,NA,NA,-4,32,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
3161,3161,USW00013893,MEMPHIS INTERNATIONAL AIRPORT,TN,11-Oct,5,1,130,442,110,265,54,37.9,64.9,51.8,57.9,8.1,1,1,1,46,69.1,57.9,57.4,5,167,4,166,5.8,216,114,1.7
3162,3162,USW00094849,ALPENA CO REGIONAL AIRPORT,MI,4-Dec,5,0,75,122,39,741,23,10.9,36,23.4,27.8,37.2,1,1,1,15.1,37.9,27.8,20.9,7,211,6,202,7.7,109,250,2.9
3163,3163,USW00027502,BARROW W POST W ROGERS AIRPORT,AK,10-Oct,15,0,130,28,26,754,63,6.1,28.9,17.9,21.9,43.1,1,1,1,10,30.9,21.9,9.6,3,291,2,169,14.7,7,88,6
3164,3164,USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT,IL,14-Dec,5,0,117,230,79,535,38,0,34,20,25.1,39.9,1,1,1,8.1,37.9,25.1,16.4,7,222,8,186,9.2,73,262,3.6
3165,3165,USW00094012,HAVRE AIRPORT ASOS,MT,24-Nov,3,0,NA,NA,NA,NA,NA,-4,30,16.1,22.8,42.2,NA,NA,NA,1.4,39,22.8,14.8,6,459,7,147,8.9,135,233,5.3
3166,3166,USW00093821,LOUISVILLE INTERNATIONAL AIRPORT,KY,8-Oct,18,5.1,238,214,189,224,135,33.1,64,49.2,67.7,2.5,1,1,1,55.9,79,67.6,67.5,5,194,7,157,8.1,22,250,1.6
3167,3167,USW00012835,FORT MYERS PAGE FIELD AIRPORT,FL,18-Dec,12,8,278,266,163,161,132,41,69.1,56.7,72.1,1.3,1,1,1,60.1,80.6,71.7,71.6,3,199,1,179,10.6,17,65,3.1
3168,3168,USW00023044,EL PASO INTERNATIONAL AIRPORT,TX,1-Oct,16,18.1,176,270,307,92,156,32,55,43.9,83,0.1,1,1,1,73.9,91,83,83,7,171,6,157,8.7,67,198,2.2
3169,3169,USW00013865,MERIDIAN KEY FIELD,MS,16-Oct,2,1,86,535,58,287,33,39.9,66.9,53.7,56,10,1,1,1,42.1,69.1,56,55.6,1,202,5,122,3.4,467,26,0.5
3170,3170,USW00024128,WINNEMUCCA MUNICIPAL AIRPORT,NV,10-Dec,19,0,NA,NA,NA,NA,NA,10.9,34,22.9,31.3,33.9,1,1,1,21,43,31.1,25.4,5,249,2,115,7.4,113,174,2.1
3171,3171,USW00014778,WILLIAMSPORT REGIONAL AIRPORT,PA,6-Oct,6,-777.7,154,121,76,576,73,33.1,57,45.2,47.9,17.1,1,1,1,36,60.1,47.9,46.5,7,210,8,156,4.6,351,305,1.8
3172,3172,USW00024121,ELKO REGIONAL AIRPORT,NV,23-Oct,15,2.4,168,466,98,211,57,15.1,37,25.9,60.6,6.8,1,1,1,44.1,73,60.6,59.5,7,256,6,250,8.2,149,251,4.7
3173,3173,USW00003816,PADUCAH BARKLEY REGIONAL AIRPORT,KY,11-Dec,15,0.1,123,322,78,452,25,15.1,50,31.2,44.7,20.4,1,1,1,30.9,59,44.7,40.4,5,172,6,165,9.6,30,258,2.3
3174,3174,USW00014764,PORTLAND INTERNATIONAL JETPORT,ME,22-Nov,2,0,90,345,80,440,45,12.9,44.1,27.7,34.4,30.6,1,1,1,24.1,46.9,34.4,29.3,7,205,6,183,7,136,291,3
3175,3175,USW00014916,GRAND FORKS INTERNATIONAL AIRPORT,ND,9-Dec,14,0,157,147,165,470,61,-9,28,11,18.9,46.1,1,1,1,1,35.1,18.9,6.6,8,266,5,213,12.9,20,281,3.5
3176,3176,USW00003945,COLUMBIA REGIONAL AIRPORT,MO,6-Nov,5,-777.7,48,457,51,413,30,21.9,52,36.5,42.2,22.8,1,1,1,28.9,55.9,42.2,37.6,5,225,4,200,9.3,11,184,1.5
3177,3177,USW00014936,HURON REGIONAL AIRPORT,SD,23-Dec,10,0,96,374,84,420,25,-11,27,11,16.7,48.3,1,1,1,-4,33.1,16.7,5.1,8,304,4,172,11.2,60,306,3.3
3178,3178,USW00014935,GRAND ISLAND CENTRAL NE REGIONAL AIRPORT,NE,5-Dec,9,0,99,427,71,356,46,6.1,30.9,20,26.2,38.8,1,1,1,12,37.9,26.2,16.6,8,215,7,190,11.3,49,293,4.2
3179,3179,USW00024156,POCATELLO REGIONAL AIRPORT,ID,27-Nov,2,0,117,276,74,491,43,9,32,20.5,26.5,38.5,1,1,1,12.9,39.9,26.5,19.2,6,354,5,193,9.2,164,215,6.1
3180,3180,USW00003947,KANSAS CITY INTERNATIONAL AIRPORT,MO,15-Oct,16,3.7,177,239,144,333,108,28.9,60.1,45.2,64.1,4.6,1,1,1,50,77,64.1,63.6,5,240,8,163,11.4,24,199,2.2
3181,3181,USW00024121,ELKO REGIONAL AIRPORT,NV,22-Oct,7,0,135,536,75,213,41,10.4,35.1,23,33.2,31.8,1,1,1,25,44.1,33.2,30.9,3,176,2,102,3.1,459,108,0.7
3182,3182,USW00093738,WASHINGTON DULLES INTERNATIONAL AIRPORT,VA,29-Nov,8,-777.7,224,152,145,396,84,16,50,30.8,37.4,27.6,1,1,1,25,52,37.4,34,8,230,5,164,5.8,247,290,2.4
3183,3183,USW00014944,SIOUX FALLS FOSS FIELD,SD,11-Oct,13,1.9,181,329,121,291,78,26.1,55,40.3,58.7,8.3,1,1,1,44.1,73,58.7,57.1,8,224,5,218,13.5,18,249,2.7
3184,3184,USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT,WA,16-Dec,12,0,225,32,63,628,52,25,44.1,35.1,42.3,22.7,1,1,1,34,50,42.3,37.8,5,284,4,167,8.8,62,170,3.7
3185,3185,USW00013889,JACKSONVILLE INTERNATIONAL AIRPORT,FL,2-Nov,15,9.4,298,197,143,229,132,41,69.1,57.5,74.5,0.5,1,1,1,64,82.9,73.9,73.9,2,302,3,157,10.7,29,42,4
3186,3186,USW00003822,SAVANNAH INTERNATIONAL AIRPORT,GA,26-Nov,21,0.6,126,485,101,231,56,33.1,64.9,49.5,55.3,10.2,1,1,1,42.1,66.9,55.3,54.8,2,132,5,129,5.1,309,75,0.3
3187,3187,USW00026533,BETTLES AIRPORT,AK,12-Dec,0,NA,101,276,114,428,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3188,3188,USW00014916,GRAND FORKS INTERNATIONAL AIRPORT,ND,13-Dec,1,0,92,361,90,430,27,-15.9,25,6.4,11.3,53.7,1,1,1,-9.8,29.1,11.3,-1.2,5,241,8,219,10.4,31,253,2.5
3189,3189,USW00013741,ROANOKE REGIONAL AIRPORT,VA,12-Oct,16,5.1,148,335,162,261,94,30.9,61,46.8,67.8,2.4,1,1,1,55.9,79,67.8,67.6,4,260,8,180,9,44,250,1.3
3190,3190,USW00003945,COLUMBIA REGIONAL AIRPORT,MO,5-Dec,2,-777.7,40,434,38,460,28,12.9,42.1,27,33.3,31.8,1,1,1,19.9,48,33.2,25.9,5,192,8,187,10,16,237,1.9
3191,3191,USW00012844,WEST PALM BEACH INTERNATIONAL AIRPORT,FL,12-Oct,19,13.7,238,117,224,138,283,62.1,75,69.5,80.8,-777.7,1,1,1,75,82,78.7,78.7,3,274,2,243,9.8,22,67,6.2
3192,3192,USW00014735,ALBANY INTERNATIONAL AIRPORT,NY,27-Dec,10,0,156,195,122,483,44,3.9,33.1,18.9,27.1,37.9,1,1,1,12.9,39,27.1,18.8,5,253,8,191,9.7,114,267,3.5
3193,3193,USW00094185,BURNS MUNICIPAL AIRPORT,OR,30-Oct,6,0,NA,NA,NA,NA,NA,12.2,35.6,23.8,29,36.1,NA,NA,NA,18,41,28.9,25.7,8,173,7,155,3.6,426,295,1.8
3194,3194,USW00013740,RICHMOND INTERNATIONAL AIRPORT,VA,23-Nov,8,-777.7,188,227,135,378,72,21.9,55,37.3,43.3,21.7,1,1,1,30,57,43.3,40.5,1,220,6,147,6.7,187,289,1.2
3195,3195,USW00094012,HAVRE AIRPORT ASOS,MT,27-Oct,5,0,NA,NA,NA,NA,NA,12.9,36,24.9,32,33,NA,NA,NA,18.1,46,32,26.7,6,419,7,150,7.4,198,242,4.6
3196,3196,USW00023183,PHOENIX SKY HARBOR INTERNATIONAL AIRPORT,AZ,22-Oct,17,18.9,212,326,212,86,163,24.1,52,38.3,83.8,0.1,1,1,1,73,93,83.8,83.8,7,316,8,166,6.6,107,265,3.2
3197,3197,USW00023157,BISHOP AIRPORT,CA,3-Oct,8,0.4,66,738,104,41,51,21,41,30.8,58.6,6.8,1,1,1,50,66,58.6,58.3,8,461,1,252,5.9,146,335,4.6
3198,3198,USW00004725,BINGHAMTON GREATER AP,NY,18-Oct,18,0.1,134,317,65,444,40,26.1,52,38.3,50,15.1,1,1,1,39,62.1,50,47.5,8,214,5,206,8.5,44,256,2
3199,3199,USW00023160,TUCSON INTERNATIONAL AIRPORT,AZ,24-Dec,6,0,100,606,97,156,41,15.1,41,28.4,41,24,1,1,1,30.9,51.1,41,37,4,598,5,136,7.4,76,139,6.1
3200,3200,USW00003822,SAVANNAH INTERNATIONAL AIRPORT,GA,20-Nov,14,5.1,176,336,146,261,81,27,64.9,48.1,67.9,2.3,1,1,1,57,78.1,67.8,67.7,8,164,7,163,9.2,40,316,1.3
3201,3201,USW00094185,BURNS MUNICIPAL AIRPORT,OR,21-Dec,11,0,173,283,90,393,60,8.1,32,20.5,27.1,37.9,1,1,1,12.2,37,27.1,23.1,3,150,6,90,5,445,85,0
3202,3202,USW00014913,DULUTH INTERNATIONAL AIRPORT,MN,12-Oct,3,0,90,372,69,446,23,23,46.9,35.2,40.7,24.3,1,1,1,30,52,40.7,35.8,8,227,7,161,9.4,51,267,1.6
3203,3203,USW00013963,LITTLE ROCK AIRPORT ADAMS FIELD,AR,1-Oct,21,3.6,119,462,152,182,85,45,69.1,57.1,66,2.7,1,1,1,55.9,75.9,65.9,65.8,4,146,5,139,4.7,231,91,0.7
3204,3204,USW00023065,GOODLAND RENNER FIELD,KS,24-Oct,10,1.1,111,528,71,233,57,21,45,33.1,54.4,11.7,1,1,1,39,69.1,54.4,51.9,8,226,1,212,13.8,18,314,3.8
3205,3205,USW00023009,ROSWELL INDUSTRIAL AIR PARK,NM,26-Oct,14,7.4,140,523,118,167,52,23,52,37,69.9,2.6,1,1,1,54,82,69.9,69.5,4,284,5,212,10.3,40,140,2.9
3206,3206,USW00023009,ROSWELL INDUSTRIAL AIR PARK,NM,5-Oct,1,0.3,57,653,72,184,35,32.2,57,45.3,58.1,7.2,1,1,1,50,66,58.1,57.8,5,239,4,165,6.7,94,187,1.7
3207,3207,USW00024023,NORTH PLATTE REGIONAL AIRPORT,NE,10-Oct,15,4.8,179,399,92,258,72,26.1,52,38.1,64.2,5.6,1,1,1,46,80.1,64.2,63.2,5,219,8,205,13.2,22,266,1.6
3208,3208,USW00026451,ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT,AK,31-Dec,16,0,244,68,73,523,91,-4,28,13,18.5,46.5,1,1,1,1.9,32,18.5,11.3,1,316,2,177,6.1,173,16,2.8
3209,3209,USW00003928,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT,KS,20-Nov,5,-777.7,64,386,120,347,83,18,46.9,32,37.8,27.2,1,1,1,26.1,51.1,37.8,32.1,5,284,1,183,10.3,80,260,0.1
3210,3210,USW00014848,SOUTH BEND AIRPORT,IN,11-Dec,0,0,83,192,45,658,22,10.9,37.9,25.4,30.6,34.4,1,1,1,18,41,30.6,22.7,6,284,7,147,10.1,47,233,3.8
3211,3211,USW00014768,ROCHESTER GREATER INTERNATIONAL,NY,7-Dec,8,0,200,20,80,615,85,10,37,24.6,30.4,34.6,1,1,1,18,43,30.4,23,6,322,7,215,9.3,73,236,5
3212,3212,USW00013967,OKLAHOMA CITY WILL ROGERS WORLD AIRPORT,OK,16-Dec,20,0,125,328,110,377,59,12,42.1,28.5,38.4,26.6,1,1,1,25,51.1,38.4,32.5,1,224,4,171,10.3,67,23,1.6
3213,3213,USW00024155,PENDLETON E OR REGIONAL AIRPORT,OR,27-Nov,11,0,112,215,70,560,42,23,39.9,30.7,39.6,25.4,1,1,1,28,51.1,39.6,35.6,7,173,8,158,8.5,205,240,4.6
3214,3214,USW00013964,FORT SMITH REGIONAL AIRPORT,AR,15-Nov,19,0.4,87,467,61,364,21,27,57,41.7,52.9,12.5,1,1,1,41,66,52.9,51.5,3,231,7,102,6.3,191,50,1.1
3215,3215,USW00023194,WINSLOW MUNICIPAL AIRPORT,AZ,21-Dec,4,0,30,800,14,143,14,3,28.2,15.7,24.4,40.6,NA,NA,NA,12.9,37.9,24.4,19.3,4,274,6,135,5.2,264,198,2.2
3216,3216,USW00014852,YOUNGSTOWN WARREN REGIONAL AIRPORT,OH,17-Dec,19,0,111,98,45,685,61,8.1,37,23.5,30.5,34.5,1,1,1,16,43,30.5,22.6,6,222,7,208,9.9,36,234,4.1
3217,3217,USW00013897,NASHVILLE INTERNATIONAL AIRPORT,TN,21-Nov,9,0.1,165,143,124,468,100,25,57,39.9,48.5,16.6,1,1,1,36,62.1,48.5,45.9,5,331,1,131,8.4,82,203,2.3
3218,3218,USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT,VA,16-Dec,19,-777.7,144,212,144,435,65,10.9,44.1,28.1,40.6,24.5,1,1,1,30,51.1,40.6,35.3,8,244,5,217,9.2,42,305,2.8
3219,3219,USW00013729,ELKINS RANDOLPH CO AIRPORT,WV,8-Oct,7,0.1,168,158,52,573,49,28,57,42.8,45.2,19.9,1,1,1,30,59,45.2,44.5,8,101,7,88,2.2,672,263,1.1
3220,3220,USW00013893,MEMPHIS INTERNATIONAL AIRPORT,TN,27-Oct,16,5.8,186,217,173,321,103,30,64,47.8,68.1,2.8,1,1,1,54,80.1,68,67.8,5,218,1,146,9,38,248,1.2
3221,3221,USW00013873,ATHENS BEN EPPS AIRPORT,GA,5-Oct,20,2.9,121,508,81,237,54,43,68,56.3,65.8,2.2,1,1,1,57,73,65.8,65.8,3,256,2,233,5.5,133,62,2.3
3222,3222,USW00013748,WILMINGTON INTERNATIONAL AIRPORT,NC,30-Dec,15,1.2,118,397,72,363,51,16,57.9,37.7,55.4,10.8,1,1,1,39.9,70,55.4,53.4,8,191,1,181,10.4,27,284,3.2
3223,3223,USW00024029,SHERIDAN AIRPORT,WY,20-Dec,0,0,129,410,118,311,32,NA,NA,NA,NA,45.6,NA,NA,NA,-2,35.1,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3224,3224,USW00093862,TUPELO REGIONAL AIRPORT,MS,16-Nov,13,2.1,151,380,84,323,62,25,60.8,43,60.7,6.4,1,1,1,48,73,60.7,59.9,5,241,1,152,8.7,65,210,1.3
3225,3225,USW00024229,PORTLAND INTERNATIONAL AIRPORT,OR,18-Nov,19,0,187,106,65,585,56,30.9,50,40.8,46.3,18.7,1,1,1,39,54,46.3,43,4,317,5,196,8.9,107,147,5.6
3226,3226,USW00093805,TALLAHASSEE REGIONAL AIRPORT,FL,8-Oct,6,2.9,184,351,122,270,73,46,71.1,60,63.4,4.5,1,1,1,50,73,63.4,63.3,2,220,1,198,4,411,37,3.3
3227,3227,USW00013970,BATON ROUGE RYAN AIRPORT,LA,22-Oct,11,9.1,174,365,124,198,138,39,71.1,56.8,74.3,0.7,1,1,1,63,82,73.4,73.4,3,212,4,206,8.6,38,101,3
3228,3228,USW00013967,OKLAHOMA CITY WILL ROGERS WORLD AIRPORT,OK,30-Nov,11,0.1,177,211,192,333,87,18,50,32.2,47.3,17.8,1,1,1,33.1,62.1,47.3,43,5,287,1,215,14.7,18,249,1.9
3229,3229,USW00014606,BANGOR INTERNATIONAL AIRPORT,ME,8-Dec,14,0,203,196,112,414,74,1.9,37.4,20.6,33,32,1,1,1,19,46.4,33,25.4,8,294,7,182,9.8,59,309,5.6
3230,3230,USW00024225,MEDFORD ROGUE VALLEY INTERNATIONAL AIRPORT,OR,30-Dec,14,0,151,173,63,545,68,28,43,35.1,43.1,21.9,1,1,1,34,51.1,43.1,41.3,1,203,8,158,4,352,322,1.1
3231,3231,USW00003822,SAVANNAH INTERNATIONAL AIRPORT,GA,27-Dec,7,-777.7,131,339,92,387,51,19.9,59,39.3,43.7,21.3,1,1,1,28,60.1,43.7,41.2,8,177,1,146,5.6,258,325,2.4
3232,3232,USW00023273,SANTA MARIA PUBLIC AIRPORT,CA,24-Nov,16,0.7,200,369,152,184,94,33.1,54,44.8,60.9,4.8,1,1,1,55,68,60.9,60.9,8,592,7,194,10.6,16,307,8.2
3233,3233,USW00013893,MEMPHIS INTERNATIONAL AIRPORT,TN,20-Oct,4,0.7,127,431,87,306,49,35.1,64.9,49.3,55.8,9.9,1,1,1,44.1,68,55.8,55,5,173,4,149,6.2,198,137,0.9
3234,3234,USW00013880,CHARLESTON INTL. AIRPORT,SC,12-Nov,3,0.5,90,536,74,256,44,30.9,64.9,47.5,52.1,13.4,1,1,1,39,66.9,52.1,50.7,1,235,2,178,6,209,346,2.4
3235,3235,USW00094224,ASTORIA REGIONAL AIRPORT,OR,12-Dec,10,0,157,187,44,541,71,30,48,38.9,43.6,21.4,1,1,1,36,51.1,43.6,39.8,3,402,4,136,9.3,82,131,4
3236,3236,USW00026411,FAIRBANKS INTERNATIONAL AIRPORT,AK,2-Oct,21,-777.7,216,86,75,530,93,18,36.1,28,35.2,29.8,1,1,1,27,45,35.2,31.1,1,343,2,147,5.3,209,354,2.5
3237,3237,USW00093862,TUPELO REGIONAL AIRPORT,MS,30-Nov,8,0.1,98,399,67,408,29,24.1,57,38.3,43.8,21.4,1,1,1,30.9,59,43.7,41,5,221,1,188,6.6,185,208,0.4
3238,3238,USW00024128,WINNEMUCCA MUNICIPAL AIRPORT,NV,11-Dec,8,0,134,373,96,354,42,8.1,32,20.3,25.9,39.1,1,1,1,12.9,39,25.9,20.1,5,161,2,159,6.4,220,137,1.2
3239,3239,USW00025339,YAKUTAT AIRPORT,AK,4-Oct,4,0,124,120,36,665,54,30,48,39.3,41.6,23.4,1,1,1,30.9,48.9,41.6,39.1,3,339,2,205,5.3,298,95,4
3240,3240,USW00027502,BARROW W POST W ROGERS AIRPORT,AK,21-Nov,6,0,135,236,69,478,83,-24,10.4,-6.1,-1.6,66.6,1,1,1,-18,14,-1.6,-18.7,3,310,2,255,12.8,23,81,7
3241,3241,USW00003947,KANSAS CITY INTERNATIONAL AIRPORT,MO,19-Nov,2,-777.7,99,360,69,402,69,18,46,32,39.2,25.8,1,1,1,26.1,54,39.2,33.5,5,269,4,126,10.5,29,197,2.7
3242,3242,USW00093821,LOUISVILLE INTERNATIONAL AIRPORT,KY,21-Nov,2,0.1,98,303,77,466,56,21,52,36,43.6,21.5,1,1,1,30,57,43.6,40.4,4,179,5,164,7.2,129,228,1.9
3243,3243,USW00023009,ROSWELL INDUSTRIAL AIR PARK,NM,27-Nov,8,0,113,562,90,190,45,12,35.1,23.7,36.8,28.2,1,1,1,27,46.9,36.8,32.7,1,254,8,184,6.2,187,329,2.3
3244,3244,USW00013876,BIRMINGHAM AIRPORT,AL,4-Nov,23,0.5,129,489,80,243,58,30,60.1,45.6,52.6,12.9,1,1,1,37.9,66,52.6,51.8,2,163,4,122,4.6,378,84,1.2
3245,3245,USW00014737,ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT,PA,25-Oct,5,-777.7,96,444,48,360,52,27,53.1,38.8,43.5,21.5,1,1,1,33.1,55.4,43.5,41,8,170,2,170,5.3,209,318,1.7
3246,3246,USW00094822,ROCKFORD GREATER ROCKFORD AIRPORT,IL,22-Oct,4,-777.7,92,352,92,405,60,26.1,51.1,38,42.8,22.3,1,1,1,30.9,55.9,42.8,39.4,5,271,8,154,7.3,178,229,1.2
3247,3247,USW00013897,NASHVILLE INTERNATIONAL AIRPORT,TN,18-Dec,6,0,113,225,65,529,68,12.9,48.9,30,35.8,29.2,1,1,1,19,53.1,35.8,30.7,5,241,1,178,7.9,87,236,1.3
3248,3248,USW00094012,HAVRE AIRPORT ASOS,MT,16-Dec,11,0,166,344,107,339,45,-13,28,12.5,22.5,42.6,1,1,1,-5.1,42.1,22.4,13.2,6,444,7,158,11.4,121,242,7.2
3249,3249,USW00014745,CONCORD MUNICIPAL AIRPORT,NH,9-Dec,19,0,90,335,61,463,52,3.9,35.1,20.7,29.8,35.2,1,1,1,17.1,41,29.8,24.5,8,277,7,120,6,238,307,3.2
3250,3250,USW00024157,SPOKANE INTERNATIONAL AIRPORT,WA,14-Dec,12,0,196,59,38,648,59,14,35.1,25.3,30.2,34.8,1,1,1,19,39.9,30.2,23,2,238,6,203,9.2,73,174,2.7
3251,3251,USW00093842,COLUMBUS METROPOLITAN AIRPORT,GA,30-Nov,22,0.3,93,524,77,262,44,26.1,61,42.5,51.1,14.2,1,1,1,39,64.9,51.1,49.8,3,174,8,172,5.1,304,17,1.1
3252,3252,GQW00041415,GUAM INTERNATIONAL AIRPORT,GU,4-Oct,0,14.4,290,97,256,231,126,73.9,77,75.3,82.5,0,1,1,1,77,81,79.4,79.4,3,294,4,131,5.2,284,104,3.1
3253,3253,USW00012921,SAN ANTONIO INTERNATIONAL AIRPORT,TX,25-Dec,14,2.2,167,174,165,420,73,21,60.1,38.6,59.6,7.6,1,1,1,44.1,73,59.6,58.3,1,207,5,191,9.8,31,36,0.8
3254,3254,USW00012917,PORT ARTHUR SE TX REGIONAL AIRPORT,TX,7-Dec,10,1.6,136,332,59,423,50,32,68,48.8,58.1,8.5,1,1,1,45,72,58.1,56.7,3,220,1,163,11.3,22,71,3
3255,3255,USW00013866,CHARLESTON YEAGER AIRPORT,WV,2-Nov,16,2.8,192,249,104,337,118,23,55,38.7,60.3,7.5,1,1,1,44.1,75,60.3,59.5,7,209,6,185,5.8,210,253,3
3256,3256,USW00013723,GREENSBORO AIRPORT,NC,20-Dec,18,-777.7,161,270,131,378,60,10,46.9,28.1,42.4,22.6,1,1,1,30,55,42.4,38.9,6,197,2,177,6.6,98,294,1.6
3257,3257,USW00023155,BAKERSFIELD AIRPORT,CA,15-Oct,20,3.7,70,730,103,74,22,35.1,53.1,45.1,67.2,1.5,1,1,1,59,75,67.2,67.2,2,415,1,219,6.1,89,33,4.7
3258,3258,USW00013748,WILMINGTON INTERNATIONAL AIRPORT,NC,5-Nov,13,5.1,130,441,84,291,55,28.9,66,48.6,68,2.3,1,1,1,55.9,78.1,67.9,67.8,1,185,6,160,9.9,33,329,1.9
3259,3259,USW00024028,SCOTTSBLUFF W B HEILIG FIELD AIRPORT,NE,2-Nov,21,-777.7,101,470,85,289,55,14,36,25.8,37.6,27.5,1,1,1,25,50,37.6,32.2,8,267,3,254,8.5,71,14,2.4
3260,3260,USW00023066,GRAND JUNCTION WALKER FIELD,CO,31-Oct,13,0.4,171,454,115,209,52,16,39,28.1,55.5,9.9,1,1,1,44.1,66,55.5,54.4,8,246,7,173,6.5,156,290,2.4
3261,3261,USW00023050,ALBUQUERQUE INTERNATIONAL AIRPORT,NM,28-Oct,3,0,126,523,99,162,90,18,43,30.4,45.3,19.7,1,1,1,36,53.1,45.3,42.6,1,241,4,189,6.5,167,61,2.3
3262,3262,USW00003940,JACKSON INTERNATIONAL AIRPORT,MS,14-Dec,16,1.4,141,329,78,391,61,21,60.1,40,55.9,10.4,1,1,1,41,71.1,55.9,54.2,1,197,8,162,8.6,64,344,1.1
3263,3263,USW00013865,MERIDIAN KEY FIELD,MS,28-Oct,1,0.7,92,522,48,305,32,36,66,50.9,53.7,12,1,1,1,39.9,68,53.7,53.2,5,172,1,164,3.6,443,267,0.2
